,0
1347,1.0
1348,1.0
1349,1.0
1350,1.0
1351,1.0
1352,1.0
1353,1.0
1354,1.0
1355,1.0
1356,1.0
1357,1.0
1358,1.0
1359,1.0
1360,1.0
1361,1.0
1362,1.0
1363,1.0
1364,1.0
1365,1.0
1366,1.0
1367,1.0
1368,1.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,3.0
1397,3.0
1398,3.0
1399,3.0
1400,3.0
1401,3.0
1402,3.0
1403,3.0
1404,3.0
1405,3.0
1406,3.0
1407,3.0
1408,3.0
1409,3.0
1410,3.0
1411,3.0
1412,3.0
1413,3.0
1414,3.0
1415,3.0
1416,3.0
1417,3.0
1418,3.0
1419,3.0
1420,3.0
1421,3.0
1422,3.0
1423,3.0
1424,3.0
1425,4.0
1426,4.0
1427,4.0
1428,4.0
1429,4.0
1430,4.0
1431,4.0
1432,4.0
1433,4.0
1434,4.0
1435,4.0
1436,4.0
1437,4.0
1438,4.0
1439,4.0
1440,4.0
1441,4.0
1442,4.0
1443,4.0
1444,4.0
1445,4.0
1446,4.0
1447,4.0
1448,4.0
1449,4.0
1450,5.0
1451,5.0
1452,5.0
1453,5.0
1454,5.0
1455,5.0
1456,5.0
1457,5.0
1458,5.0
1459,5.0
1460,5.0
1461,5.0
1462,5.0
1463,5.0
1464,5.0
1465,5.0
1466,5.0
1467,5.0
1468,5.0
1469,5.0
1470,5.0
1471,5.0
1472,5.0
1473,5.0
1474,5.0
1475,5.0
1476,2.0
1477,2.0
1478,2.0
1479,2.0
1480,2.0
1481,2.0
1482,2.0
1483,2.0
1484,2.0
1485,2.0
1486,2.0
1487,2.0
1488,2.0
1489,2.0
1490,2.0
1491,2.0
1492,2.0
1493,2.0
1494,2.0
1495,2.0
1496,2.0
1497,2.0
1498,2.0
1499,2.0
1500,2.0
1501,1.0
1502,1.0
1503,1.0
1504,1.0
1505,1.0
1506,1.0
1507,1.0
1508,1.0
1509,1.0
1510,1.0
1511,1.0
1512,1.0
1513,1.0
1514,1.0
1515,1.0
1516,1.0
1517,1.0
1518,1.0
1519,1.0
1520,1.0
1521,1.0
1522,1.0
1523,0.0
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,0.0
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,0.0
1543,0.0
1544,0.0
1545,0.0
1546,0.0
1547,0.0
1548,3.0
1549,3.0
1550,3.0
1551,3.0
1552,3.0
1553,3.0
1554,3.0
1555,3.0
1556,3.0
1557,3.0
1558,3.0
1559,3.0
1560,3.0
1561,3.0
1562,3.0
1563,3.0
1564,3.0
1565,3.0
1566,3.0
1567,3.0
1568,3.0
1569,3.0
1570,3.0
1571,3.0
1572,3.0
1573,3.0
1574,3.0
1575,3.0
1576,4.0
1577,4.0
1578,4.0
1579,4.0
1580,4.0
1581,4.0
1582,4.0
1583,4.0
1584,4.0
1585,4.0
1586,4.0
1587,4.0
1588,4.0
1589,4.0
1590,4.0
1591,4.0
1592,4.0
1593,4.0
1594,4.0
1595,4.0
1596,4.0
1597,4.0
1598,5.0
1599,5.0
1600,5.0
1601,5.0
1602,5.0
1603,5.0
1604,5.0
1605,5.0
1606,5.0
1607,5.0
1608,5.0
1609,5.0
1610,5.0
1611,5.0
1612,5.0
1613,5.0
1614,5.0
1615,5.0
1616,5.0
1617,5.0
1618,5.0
1619,5.0
1620,5.0
1621,5.0
1622,5.0
1623,2.0
1624,2.0
1625,2.0
1626,2.0
1627,2.0
1628,2.0
1629,2.0
1630,2.0
1631,2.0
1632,2.0
1633,2.0
1634,2.0
1635,2.0
1636,2.0
1637,2.0
1638,2.0
1639,2.0
1640,2.0
1641,2.0
1642,2.0
1643,2.0
1644,2.0
1645,1.0
1646,1.0
1647,1.0
1648,1.0
1649,1.0
1650,1.0
1651,1.0
1652,1.0
1653,1.0
1654,1.0
1655,1.0
1656,1.0
1657,1.0
1658,1.0
1659,1.0
1660,1.0
1661,1.0
1662,1.0
1663,1.0
1664,1.0
1665,1.0
1666,1.0
1667,0.0
1668,0.0
1669,0.0
1670,0.0
1671,0.0
1672,0.0
1673,0.0
1674,0.0
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,0.0
1686,0.0
1687,0.0
1688,0.0
1689,0.0
1690,0.0
1691,0.0
1692,3.0
1693,3.0
1694,3.0
1695,3.0
1696,3.0
1697,3.0
1698,3.0
1699,3.0
1700,3.0
1701,3.0
1702,3.0
1703,3.0
1704,3.0
1705,3.0
1706,3.0
1707,3.0
1708,3.0
1709,3.0
1710,3.0
1711,3.0
1712,3.0
1713,3.0
1714,3.0
1715,3.0
1716,4.0
1717,4.0
1718,4.0
1719,4.0
1720,4.0
1721,4.0
1722,4.0
1723,4.0
1724,4.0
1725,4.0
1726,4.0
1727,4.0
1728,4.0
1729,4.0
1730,4.0
1731,4.0
1732,4.0
1733,4.0
1734,4.0
1735,4.0
1736,5.0
1737,5.0
1738,5.0
1739,5.0
1740,5.0
1741,5.0
1742,5.0
1743,5.0
1744,5.0
1745,5.0
1746,5.0
1747,5.0
1748,5.0
1749,5.0
1750,5.0
1751,5.0
1752,5.0
1753,5.0
1754,5.0
1755,5.0
1756,5.0
1757,2.0
1758,2.0
1759,2.0
1760,2.0
1761,2.0
1762,2.0
1763,2.0
1764,2.0
1765,2.0
1766,2.0
1767,2.0
1768,2.0
1769,2.0
1770,2.0
1771,2.0
1772,2.0
1773,2.0
1774,2.0
1775,2.0
1776,2.0
1777,2.0
1778,2.0
1779,2.0
1780,2.0
1781,2.0
1782,2.0
1783,2.0
1784,2.0
1785,2.0
1786,2.0
1787,2.0
1788,2.0
1789,1.0
1790,1.0
1791,1.0
1792,1.0
1793,1.0
1794,1.0
1795,1.0
1796,1.0
1797,1.0
1798,1.0
1799,1.0
1800,1.0
1801,1.0
1802,1.0
1803,1.0
1804,1.0
1805,1.0
1806,1.0
1807,1.0
1808,1.0
1809,1.0
1810,1.0
1811,1.0
1812,1.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.0
1842,3.0
1843,3.0
1844,3.0
1845,3.0
1846,3.0
1847,3.0
1848,3.0
1849,3.0
1850,3.0
1851,3.0
1852,3.0
1853,3.0
1854,3.0
1855,3.0
1856,3.0
1857,3.0
1858,3.0
1859,3.0
1860,3.0
1861,3.0
1862,3.0
1863,3.0
1864,3.0
1865,3.0
1866,4.0
1867,4.0
1868,4.0
1869,4.0
1870,4.0
1871,4.0
1872,4.0
1873,4.0
1874,4.0
1875,4.0
1876,4.0
1877,4.0
1878,4.0
1879,4.0
1880,4.0
1881,4.0
1882,4.0
1883,4.0
1884,5.0
1885,5.0
1886,5.0
1887,5.0
1888,5.0
1889,5.0
1890,5.0
1891,5.0
1892,5.0
1893,5.0
1894,5.0
1895,5.0
1896,5.0
1897,5.0
1898,5.0
1899,5.0
1900,5.0
1901,5.0
1902,5.0
1903,5.0
1904,2.0
1905,2.0
1906,2.0
1907,2.0
1908,2.0
1909,2.0
1910,2.0
1911,2.0
1912,2.0
1913,2.0
1914,2.0
1915,2.0
1916,2.0
1917,2.0
1918,2.0
1919,2.0
1920,2.0
1921,2.0
1922,2.0
1923,2.0
1924,2.0
1925,1.0
1926,1.0
1927,1.0
1928,1.0
1929,1.0
1930,1.0
1931,1.0
1932,1.0
1933,1.0
1934,1.0
1935,1.0
1936,1.0
1937,1.0
1938,1.0
1939,1.0
1940,1.0
1941,1.0
1942,1.0
1943,1.0
1944,1.0
1945,1.0
1946,1.0
1947,1.0
1948,1.0
1949,1.0
1950,1.0
1951,0.0
1952,0.0
1953,0.0
1954,0.0
1955,0.0
1956,0.0
1957,0.0
1958,0.0
1959,0.0
1960,0.0
1961,0.0
1962,0.0
1963,0.0
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,0.0
1969,0.0
1970,0.0
1971,0.0
1972,0.0
1973,0.0
1974,0.0
1975,0.0
1976,0.0
1977,0.0
1978,0.0
1979,0.0
1980,0.0
1981,3.0
1982,3.0
1983,3.0
1984,3.0
1985,3.0
1986,3.0
1987,3.0
1988,3.0
1989,3.0
1990,3.0
1991,3.0
1992,3.0
1993,3.0
1994,3.0
1995,3.0
1996,3.0
1997,3.0
1998,3.0
1999,3.0
2000,3.0
2001,3.0
2002,3.0
2003,3.0
2004,3.0
2005,3.0
2006,3.0
2007,3.0
2008,3.0
2009,3.0
2010,4.0
2011,4.0
2012,4.0
2013,4.0
2014,4.0
2015,4.0
2016,4.0
2017,4.0
2018,4.0
2019,4.0
2020,4.0
2021,4.0
2022,4.0
2023,4.0
2024,4.0
2025,4.0
2026,4.0
2027,4.0
2028,4.0
2029,4.0
2030,4.0
2031,4.0
2032,5.0
2033,5.0
2034,5.0
2035,5.0
2036,5.0
2037,5.0
2038,5.0
2039,5.0
2040,5.0
2041,5.0
2042,5.0
2043,5.0
2044,5.0
2045,5.0
2046,5.0
2047,5.0
2048,5.0
2049,5.0
2050,5.0
2051,5.0
2052,5.0
2053,5.0
2054,5.0
2055,5.0
2056,5.0
2057,5.0
2058,2.0
2059,2.0
2060,2.0
2061,2.0
2062,2.0
2063,2.0
2064,2.0
2065,2.0
2066,2.0
2067,2.0
2068,2.0
2069,2.0
2070,2.0
2071,2.0
2072,2.0
2073,2.0
2074,2.0
2075,2.0
2076,2.0
2077,2.0
2078,2.0
2079,2.0
2080,2.0
2081,2.0
2082,2.0
2083,2.0
2084,1.0
2085,1.0
2086,1.0
2087,1.0
2088,1.0
2089,1.0
2090,1.0
2091,1.0
2092,1.0
2093,1.0
2094,1.0
2095,1.0
2096,1.0
2097,1.0
2098,1.0
2099,1.0
2100,1.0
2101,1.0
2102,1.0
2103,1.0
2104,1.0
2105,1.0
2106,1.0
2107,1.0
2108,1.0
2109,1.0
2110,1.0
2111,0.0
2112,0.0
2113,0.0
2114,0.0
2115,0.0
2116,0.0
2117,0.0
2118,0.0
2119,0.0
2120,0.0
2121,0.0
2122,0.0
2123,0.0
2124,0.0
2125,0.0
2126,0.0
2127,0.0
2128,0.0
2129,0.0
2130,0.0
2131,0.0
2132,0.0
2133,0.0
2134,0.0
2135,0.0
2136,0.0
2137,0.0
2138,3.0
2139,3.0
2140,3.0
2141,3.0
