,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
10,-0.12692295,-0.96520249,-0.17248553,-0.62899733,-0.98981028,-0.27981371,-0.28576279,-0.98753995,-0.99266747,-0.98707041,0.19620557,0.89494092,-1.0,0.23891514,-0.047159012,-0.99996466,0.25912807,0.17144411,-0.42964834
11,-0.12340878,-0.96639363,-0.17248553,-0.83802192,-0.99551477,0.076938014,-0.48408907,-0.99579871,-0.99579229,-0.99553272,0.14846662,0.89494092,-1.0,0.4414063,0.098996469,-0.99999109,0.43728063,-0.075180838,-0.22265801
12,-0.12646746,-0.96520364,-0.1726059,-0.84967219,-0.99518065,0.024244269,-0.40000946,-0.99609128,-0.99693075,-0.99596073,0.15124367,0.89436796,-1.0,0.34690751,0.15665584,-0.9999963,0.33473553,-0.25301589,-0.16325309
13,-0.12646746,-0.96428473,-0.17551413,-0.88821474,-0.99735911,0.26934763,-0.31762766,-0.99807005,-0.9977029,-0.99749566,0.17467681,0.89436796,-1.0,0.25529774,0.32533905,-0.9999966999999998,0.23733237,-0.08909250099999999,-0.58705962
14,-0.31953731,-0.85222007,-0.27775429999999995,-0.16320286,-0.98827605,-0.019135493,-0.96405311,-0.83587056,-0.9481348,-0.9861202,-0.009150338,0.87758813,-1.0,0.96424812,-0.17333539,-0.99980374,0.97066809,-0.19797032,-0.11932469
15,-0.24813963,-0.88412852,-0.27775429999999995,-0.62797094,-0.99309174,-0.29813287,-0.96439533,-0.98798809,-0.96550997,-0.99419092,-0.11808549,0.8781599,-1.0,0.96725218,-0.36092671,-0.99998138,0.97927881,-0.14273913,0.23191535
16,-0.23590783,-0.88229013,-0.28062914,-0.64563295,-0.99422771,-0.1417567,-0.79164383,-0.99117062,-0.9818704,-0.99511735,-0.29223136,0.8781599,-1.0,0.77838014,-0.098182183,-0.99998225,0.7850238,-0.23631083,0.62867845
17,-0.23590783,-0.88264601,-0.28303343,-0.64211168,-0.9952494,0.01317909,-0.47077138,-0.99358148,-0.99669088,-0.9960772,-0.16208828,0.87888016,-1.0,0.42811315,-0.17698001,-0.99998663,0.42565287,-0.40143292,0.39886826
18,-0.23427394,-0.88422429,-0.28300845,-0.70181918,-0.99458493,-0.032881452,-0.33754638,-0.99816625,-0.99793128,-0.99561469,0.033951002,0.87908726,-1.0,0.29686518,-0.10858525,-0.99998657,0.32152828,-0.15591958,-0.10932124
19,-0.23399273,-0.88381482,-0.28300845,-0.80591961,-0.99485406,0.047905446,-0.24496335,-0.99841011,-0.99677085,-0.99599673,0.027449021,0.87908726,-1.0,0.18790487,-0.056741167,-0.9999879,0.19196445,0.26702214,-0.13519467
20,-0.23399273,-0.88386424,-0.28187025,-0.74225103,-0.99686163,0.24488852,-0.0624868,-0.99759806,-0.99767651,-0.99701825,-0.045200558,0.87877147,-1.0,-0.021620615,0.48005633,-0.99998932,-0.043129492,-0.14242893,-0.24570904
21,-0.23351308,-0.88531821,-0.28149769,-0.74225103,-0.99691113,0.17320639999999998,0.10921283,-0.99753235,-0.99845415,-0.99671894,-0.062697352,0.8786168,-1.0,-0.20379003,0.34517548,-0.99998837,-0.21856636,-0.36396765,-0.68922345
22,-0.23493193,-0.88478599,-0.28149769,-0.79605084,-0.99776686,0.15286778,0.23044755,-0.99694728,-0.99742907,-0.99759806,-0.13027139,0.8786168,-1.0,-0.33184967,0.25122244,-0.99998832,-0.34030567,-0.29151402,-0.76181798
23,-0.23580584,-0.88237099,-0.28236083,-0.72891185,-0.99851692,0.20210878,0.18351046,-0.99592005,-0.99788832,-0.99804965,-0.13715717,0.87858596,-1.0,-0.27826002,0.35343666,-0.99999178,-0.2804222,0.034204579,-0.60416758
24,-0.23580584,-0.88233553,-0.2815548,-0.64067755,-0.99675976,-0.013018887,0.0080437014,-0.99542435,-0.99724313,-0.9968523,-0.095972924,0.87914624,-1.0,-0.096987506,0.31076193,-0.99998971,-0.11633103,0.025209101,-0.41678875
25,-0.23540523,-0.88526668,-0.28034554,-0.66777064,-0.99514451,-0.16758088,-0.071545394,-0.99487387,-0.99751995,-0.99588111,-0.10066136,0.8799811,-1.0,-0.013900581,0.16975243,-0.9999899,-0.039459084,0.17828389,-0.36641641
26,-0.23064937,-0.88663004,-0.28034554,-0.8268731,-0.99522013,0.039766646,-0.26022091,-0.9977141,-0.99775853,-0.99558153,-0.14066561,0.8799811,-1.0,0.2028964,0.20173051,-0.9999964,0.20356202,0.036450384,-0.58538034
27,-0.19754314,-0.95460358,0.15158093,-0.48472227,-0.99265037,-0.065895342,-0.98417367,-0.20730115,-0.98058068,-0.98886052,-0.54617551,0.86053314,0.12200461,0.98434769,-0.26760821,-0.99147358,0.98737139,-0.27487994,-0.29238355
28,0.12128980000000003,-0.93761402,0.15158093,-0.23878855,-0.99644147,0.10066045,-0.98263216,-0.93254518,-0.96808998,-0.99689982,0.14177564,0.79063055,0.092568022,0.9845391,-0.25681219,-0.99976274,0.99150586,-0.40971297,0.08680742300000001
29,0.16770112,-0.94407951,0.14608124,-0.49617852,-0.99803963,0.0044110032,-0.9292997,-0.97628471,-0.97833932,-0.99817678,0.041450094,0.76602185,-0.20906036,0.92246591,-0.19922705,-0.99994266,0.9198332,-0.17408303,0.022476192
30,0.16770112,-0.94494809,0.14121255,-0.45326871,-0.99205852,-0.38264807,-0.57767819,-0.54741684,-0.97572046,-0.91930038,0.73504024,0.76878451,-0.25075542,0.55352782,-0.61820352,-0.98152605,0.57240141,0.011415148,0.0022831311
31,0.17443494,-0.90699628,0.28506416,-0.51460726,-0.93067841,-0.74889709,-0.711745,-0.5229184,-0.76428148,-0.89982035,0.6445329000000001,0.76878451,0.33379152,0.68547121,-0.72176765,-0.94944907,0.67810177,0.043664225999999993,0.073017193
32,0.19868948,-0.77223124,0.39183539,-0.36605522,-0.98765252,0.36521133,-0.89515238,-0.47032362,-0.96793593,-0.97191284,0.073007022,0.76859123,0.66396743,0.88443226,-0.10875928,-0.9669935,0.87931971,-0.32858895,-0.29285658
33,0.34623514,-0.64576277,0.39281965,0.073575726,-0.99713366,0.40785068,-0.96134662,-0.9143545,-0.98525926,-0.99664352,-0.1603777,0.61323374,0.10902851,0.9562928,0.15269307,-0.99873538,0.95205867,-0.29034190000000004,-0.60457983
34,0.43370891,-0.62990781,0.39281965,-0.21325461,-0.99814062,0.17608884,-0.91911957,-0.96145787,-0.98969217,-0.9990019,0.067666144,0.55810315,-0.3656408,0.91719229,-0.22985723,-0.99961334,0.92654612,-0.76688577,0.077987764
35,0.43370891,-0.63811378,0.37855379,-0.6888614000000001,-0.99785046,0.021293298,-0.78113131,-0.99534349,-0.99483453,-0.99858406,0.038395593,0.55810315,-0.72422809,0.76592438,-0.070297819,-0.99994625,0.77002243,-0.46174464,0.23377323
36,0.43508944,-0.63568795,0.37855379,-0.62789491,-0.99781132,0.50889684,-0.12224076,-0.99911184,-0.99265413,-0.99842932,0.070602607,0.55392299,-0.82688106,0.046310230999999986,0.2499139,-0.99997514,0.032248616,-0.41744447,-0.55489356
37,0.43715959,-0.63507009,0.37906927,-0.6904156,-0.9972657,0.2267544,0.04957856,-0.99635346,-0.99607857,-0.99840184,0.050836317,0.55365758,-1.0,-0.098345762,0.53869512,-0.9999714,-0.026260652,-0.32164726,-0.037981634
38,0.11467318,-0.965553,0.15701761,-0.79122833,-0.99387947,-0.26690398,-0.96931555,-0.95459778,-0.97856634,-0.99280498,-0.10632045,0.83656109,0.17516124,0.97226679,-0.22143822,-0.99938522,0.98366973,-0.049962699999999985,0.41552282
39,0.11750282,-0.95969232,0.11045559,-0.62744626,-0.99716891,-0.0061954885,-0.93882482,-0.94899636,-0.98889,-0.9979386,0.22165625,0.81832977,-0.0030099177,0.93399356,-0.18956279,-0.99991443,0.93403491,0.32400796,0.35442788
40,0.15705003,-0.95174373,0.11069293,-0.55501715,-0.99701687,-0.055776458,-0.89737721,-0.99602927,-0.9913907,-0.99765172,0.13457044,0.80223406,-0.57583098,0.89524956,-0.23003117,-0.99996763,0.90790599,0.0087008581,0.33630684
41,0.16094201,-0.95225008,0.11069293,-0.58487827,-0.99613869,-0.053054665999999986,0.11191047,-0.994775,-0.99269106,-0.99721338,-0.010997664,0.80246354,-0.55219093,-0.22071798,-0.29828361,-0.99996049,-0.26595839,-0.11634174,0.13975833
42,0.16094201,-0.95273563,0.11265524,-0.72562105,-0.99868962,-0.025235088,-0.07538524099999999,-0.99267801,-0.99410068,-0.99786215,0.049079987,0.80246354,-0.58057476,-0.016772113999999998,-0.21274682,-0.99996753,-0.057149919,-0.12863011,-0.16158685
43,0.16114168,-0.9504103000000002,0.11441559,-0.59193466,-0.99878328,0.15230399,-0.2364667,-0.99400937,-0.99475129,-0.99924775,0.27068965,0.80216168,-0.46838776,0.16059432,-0.23123493,-0.99996623,0.127369,-0.21851986,-0.56702003
44,0.16424515,-0.95019443,0.11441559,-0.57077255,-0.99798228,0.08524279400000001,-0.34854513,-0.99500811,-0.99493868,-0.998152,0.16227462,0.80274896,-0.55002342,0.28684452,-0.0012291207,-0.99996388,0.26403087,-0.3776984000000001,-0.14266044
45,0.16424515,-0.95078908,0.11452424,-0.70279324,-0.99703075,0.50671831,-0.44843323,-0.99779467,-0.99388825,-0.99700068,0.1104212,0.80274896,-0.61806381,0.39628192,0.18759544,-0.99997055,0.37807745,-0.33576806,-0.42000665
46,0.16504084,-0.94877602,0.11586273,-0.66777064,-0.99597679,0.51570841,-0.28594459,-0.99843348,-0.99590947,-0.99723405,0.15015028,0.80180866,-0.63774569,0.21981483,0.063502947,-0.99998027,0.19929379,-0.093196295,-0.62633202
47,0.16844061,-0.94831321,0.11586273,-0.67587898,-0.9963583,0.40457829,-0.16087065,-0.99632057,-0.99414511,-0.99785642,0.16557349,0.80079378,-0.72571308,0.083256247,0.21069155,-0.99997876,0.057626112,-0.032319117,-0.4307577
48,0.16844061,-0.94823201,0.11802751,-0.73378659,-0.99804976,0.42379961,-0.092961733,-0.99460938,-0.99465938,-0.99817792,0.03042848,0.80079378,-0.60802128,0.0037793292,0.26914256,-0.99997167,-0.033660196,-0.23998917,-0.59768801
49,0.16910986,-0.94705191,0.11814495,-0.6153181,-0.99787114,0.28958685,-0.18801906,-0.99490685,-0.9957828,-0.99818849,-0.10671737,0.80001788,-0.65902286,0.10782532,0.26752082,-0.99997343,0.073757458,-0.1617504,-0.41835465
50,0.16737981,-0.94825608,0.11814495,-0.60780508,-0.99683412,0.54781344,-0.0057622733,-0.9952542,-0.99274996,-0.99732027,-0.0039698839,0.80081269,-0.56986665,-0.092335612,0.23487186,-0.99997256,-0.13457628,-0.12424757,-0.6141635999999999
51,0.78650142,0.21233212,0.72922751,0.58372185,-0.9889795,-0.12946319,-0.18704589,-0.85064507,-0.97850875,-0.97791154,0.54269868,-0.27190525,-0.60580372,0.13531286,-0.27999474,-0.99283717,0.15887412,0.025213017,-0.14650524
52,0.78712383,0.21002685,0.72922751,-0.44546439,-0.99534781,-0.1772947,-0.33943902,-0.98200551,-0.99299497,-0.99660613,-0.22266227,-0.27190525,-0.59323175,0.28103642,-0.24675149,-0.99982145,0.26718126,-0.14484839,0.22284229
53,0.78665169,0.20332807,0.72518563,-0.61639425,-0.996801,0.039468108,-0.038813065,-0.99610625,-0.99630561,-0.99744126,-0.032468776,-0.2721186,-0.96682426,-0.031135897000000006,-0.25162470000000003,-0.99995847,-0.018950769,-0.20187655,0.13527737
54,0.78619681,0.2014531,0.72357116,-0.60451257,-0.99830729,0.08883778699999999,-0.22134889,-0.99821243,-0.99535899,-0.99857637,0.092350509,-0.27787264,-1.0,0.19499584,-0.10334982,-0.99997561,0.26721462,-0.25737132,0.20315187
55,0.78619681,0.20127172,0.72351873,-0.71489166,-0.99854762,0.42505194,-0.14152631,-0.99801754,-0.99552034,-0.9989584,-0.064241338,-0.27787264,-1.0,0.094176598,0.077716295,-0.99998122,0.13595528,-0.25169701,-0.68502686
56,0.78638623,0.20204511,0.72351892,-0.61639425,-0.99809639,0.35721184,0.3065737,-0.99603295,-0.99374931,-0.99858682,0.12347794,-0.27772943,-1.0,-0.38729701,0.099895475,-0.99996576,-0.34117922,-0.25151889,-0.69668253
57,0.78655448,0.20222787,0.72356338,-0.61117435,-0.9979282,0.32764399,0.18113906,-0.9964458,-0.99424062,-0.99828071,0.094284886,-0.27768159,-1.0,-0.2619089,-0.02425672,-0.99996095,-0.23882878,-0.24868428,-0.61205547
58,0.78504206,0.2003948,0.72356338,-0.62289996,-0.99882732,0.27407600000000004,-0.061545553,-0.99583865,-0.99332928,-0.99899592,0.12463017,-0.27682849,-1.0,0.0043893872,0.19547453,-0.99997774,0.040083347000000005,-0.049971817,-0.74565996
59,0.78503566,0.19788152,0.72298922,-0.56784694,-0.99901605,0.24034410000000006,0.18428729,-0.99488439,-0.99451739,-0.99967107,0.34238781,-0.27547292,-1.0,-0.27226019,0.23148437,-0.999974,-0.2617757,0.044762403,-0.3624058
60,0.78402049,0.19597683,0.72195521,-0.62435726,-0.99921769,0.36170784,0.28657269,-0.99556074,-0.99457353,-0.999783,0.14815443,-0.27528116,-0.73081052,-0.39519322,0.30056637,-0.99996436,-0.41352851,-0.06232552,-0.55667934
61,0.78402049,0.1955391,0.72215517,-0.64998448,-0.99789208,0.4345329000000001,0.032344474,-0.99709265,-0.9935047,-0.99804785,-0.18960908,-0.27528116,-0.71473874,-0.12098446,0.50459204,-0.99997054,-0.1368231,0.078609924,-0.70130701
62,0.78418985,0.19698672,0.7221935,-0.62797094,-0.99687598,0.33218508,-0.29244596,-0.99857225,-0.99406563,-0.99749126,-0.28600156,-0.27572579,-0.81601704,0.25473728,0.32074197,-0.99997646,0.29319597,0.08008522900000001,-0.63592731
63,0.78468248,0.19649751,0.7221935,-0.57725785,-0.99749791,0.2612734,-0.17906128,-0.99819081,-0.99437096,-0.99897447,-0.095367911,-0.27609877,-0.71433603,0.13842604,0.19189655,-0.99996802,0.18833003,-0.025297583,-0.24395863
64,0.64514204,0.16687362,0.74614387,0.030495821,-0.97915157,-0.40627381,-0.78707117,-0.52045757,-0.94688397,-0.95205155,0.10502139,0.36664438,0.29140004,0.76528579,-0.610467,-0.92811517,0.75481311,0.72075572,-0.17036254
65,0.76798308,0.19457285,0.74614387,0.24129231,-0.99322434,-0.28489973,-0.92422416,-0.92012779,-0.9847147,-0.99035992,-0.083262047,-0.091058425,-0.077125159,0.92013257,-0.37590958,-0.99818023,0.92407441,-0.14928348,0.35235968
66,0.74281751,0.15464938,0.71852391,-0.56478929,-0.96474037,-0.63525595,-0.70694805,0.07546683900000001,-0.93165956,-0.77407245,-0.50276727,-0.091058425,-0.26164131,0.70255585,-0.65450373,-0.8919004,0.74146365,-0.032652102999999995,-0.42393435
67,0.63328245,0.0088264581,0.71852391,-0.29505171,-0.8393072,-0.68458634,-0.72388207,-0.15732077,-0.84230595,-0.70458894,-0.46641991,-0.091207307,0.30552471,0.70661628,-0.65314986,-0.8793803,0.71599142,-0.031941383,-0.40236174
68,0.63328245,-0.12368006,0.67692652,0.55465971,-0.93262744,-0.19115136,-0.89421507,-0.80626838,-0.94450671,-0.90482271,0.053507012,-0.23357869,0.33078381,0.88475333,-0.20490831,-0.97908906,0.8823943999999999,0.15730421,-0.29803569
69,0.63874326,-0.010086281,0.70576907,0.50350254,-0.91268656,0.64780288,-0.6713583000000001,-0.77151305,-0.80831495,-0.80032047,-0.034639664,-0.35176655,0.41411886,0.65527534,0.31188273,-0.96924351,0.67641868,-0.0090099701,-0.18371736
70,0.57169654,0.046019968,0.72043391,-0.46569932,-0.72094189,-0.53933004,-0.73872734,0.14688483,-0.71717143,-0.53787074,-0.39513967,-0.35176655,0.37734445,0.72911272,-0.56646563,-0.83643755,0.75248045,0.030457632,-0.42495472
71,0.15331707,-0.35193478,0.72043391,-0.39308631,-0.86124455,0.036605456,-0.77030917,-0.18837723,-0.88405631,-0.62581771,-0.52079677,-0.36339946,0.84090842,0.777454,-0.19232946,-0.85544932,0.83134402,0.051508498,-0.47016031
72,-0.079831528,-0.84957496,0.50525393,-0.0067055647,-0.97064055,0.0087697145,-0.97314374,-0.046515803,-0.97618465,-0.94298699,0.24132288,-0.68315372,0.52482785,0.97244422,-0.10722121,-0.99636685,0.97546566,-0.27935033,0.019438835
73,-0.080349227,-0.99015441,0.090769079,-0.27266036,-0.98002172,-0.36665944,-0.94133069,-0.81281361,-0.98490904,-0.97892267,0.10104046,-0.8177253000000001,-0.55545922,0.95124593,-0.4527781,-0.99964877,0.9820659,-0.29200446,0.3890022
74,-0.080349227,-0.99407607,-0.07110420099999999,-0.5514208,-0.98855237,-0.015075881,-0.94963526,-0.91488144,-0.99091474,-0.98643852,0.0046943721,-0.8177253000000001,-1.0,0.94753768,-0.22290912,-0.9998209,0.95151326,-0.29064932,0.30887566
75,-0.032167846,-0.99846457,-0.066390056,-0.47755006,-0.99240093,-0.0091311953,-0.94025391,-0.99138237,-0.99372477,-0.99357838,-0.10800324,-0.822801,-1.0,0.94102703,-0.19513653,-0.99995907,0.95264648,-0.0033540024,0.63526712
76,-0.017830709,-0.99904071,-0.060686767,-0.50049571,-0.99411556,-0.10142721,-0.6572685,-0.99265755,-0.99628232,-0.99347245,-0.11943568,-0.82113745,-1.0,0.62928047,-0.17591043,-0.99995549,0.62743125,-0.1761926,-0.15334926
77,-0.012459688,-0.99946454,-0.0575499,-0.65638313,-0.99380599,-0.13618871,-0.35060743,-0.99470055,-0.99742713,-0.99480714,-0.02832203,-0.82113745,-1.0,0.30347558,0.038252729,-0.99994315,0.31272694,-0.3534336,-0.070824249
78,-0.24815121,-0.89948829,-0.25256414,0.42370588,-0.44202462,-0.33099711,-0.099754742,-0.29045891,-0.24496193,-0.36815648,-0.13838474,0.88005207,-1.0,0.12924562,-0.00046986504,-0.77306493,0.34239367,-0.27454327,-0.32827494
79,-0.24372211,-0.8939379999999999,-0.25256414,0.34531736,-0.28566695,0.10793445,-0.06816156799999999,-0.266052,-0.080622316,-0.24717147,-0.08455024900000001,0.87317213,-1.0,0.1135356,0.13022438,-0.70158883,0.36396983,-0.42725156,-0.32067439
80,-0.24412591,-0.88293505,-0.27006233,0.30849385,-0.29615586,-0.17980673,-0.11856801,-0.32122499,-0.06460058,-0.26052897,-0.054343056,0.88473147,-1.0,0.14440002,0.2004148,-0.73590096,0.34475926,-0.44558713,-0.34086869
81,-0.24412591,-0.88716023,-0.27325496,0.44783107,-0.31762051,-0.17515958,-0.1069524,-0.26850021,-0.13045199,-0.15820897,-0.08532266599999999,0.88473147,-1.0,0.15313789,0.32763238,-0.7013638000000001,0.39569255,-0.060387281,-0.56198985
82,-0.23065832,-0.88977821,-0.27359495,0.39709866,-0.25778828,-0.17637171,0.047689646,-0.28710281,-0.040374783,-0.17227579,-0.078473636,0.88234561,-1.0,0.028930751,0.34863426,-0.69965581,0.34588348,-0.26905165,-0.28577665
83,-0.22854594,-0.8918914000000001,-0.26542148,0.3561237,-0.29903709,0.1925116,-0.046807442000000005,-0.31537169,0.064500523,-0.26467819,-0.064472054,0.87717278,-1.0,0.13125696,0.41813914,-0.69798022,0.46079219,-0.35930982,-0.14697152
84,-0.22668294,-0.90066864,-0.25345705,0.37012868,-0.27662202,0.053237664,-0.041294148,-0.30637325,-0.11911742,-0.21595128,-0.12714582,0.87895496,-1.0,0.12292047,0.25039229,-0.70494588,0.45125373,-0.26752741,-0.32452209
85,-0.21371479999999995,-0.90760669,-0.25323378,0.33010493,-0.23360445,0.096134195,0.05759669200000001,-0.29711074,-0.16754125,-0.18444953,-0.27753376,0.87912691,-1.0,0.018359118,0.29880192,-0.71491685,0.34602164,-0.33612353,-0.31481976
86,-0.2653281,-0.88497202,-0.27383035,0.36336909,-0.45450534,-0.070288769,-0.23299274,-0.37802238,-0.28017638,-0.32184491,-0.23487023,0.87654171,-1.0,0.24871294,-0.038943067000000005,-0.7891772,0.40964336,-0.56765759,-0.34156456
87,-0.23106739,-0.8909611999999999,-0.27206794,0.33650358,-0.23570534,0.215049,0.038672294,-0.31288324,-0.038162829,-0.19479539,-0.17155186,0.87538079,-1.0,0.020473143,0.25132652,-0.72708513,0.30552225,-0.28102772,-0.28178409
88,-0.22684894,-0.89201191,-0.27206794,0.28197745,-0.30896366,0.015490945,0.08267645,-0.34964022,-0.18036247,-0.24709834,-0.14916773,0.87538079,-1.0,-0.010890732,0.34663422,-0.72438444,0.29867665,-0.19997185,-0.35686615
89,-0.22702946,-0.89101783,-0.27410086,0.42993865,-0.28647233,-0.093225047,0.19166363,-0.33831009999999995,-0.20762129,-0.23134595,-0.12716401,0.87181197,-1.0,-0.13097868,0.38746429,-0.70902266,0.17061121,-0.12079214,-0.093531363
90,-0.23571488,-0.88855539,-0.27426143,0.43127522,-0.064308672,-0.09944051,0.056898401,-0.28830479,0.21449499,-0.12988827,-0.18213018,0.86906632,-1.0,0.031283414,0.45598969,-0.67955388,0.38028323,0.10912599,0.1395983
91,-0.24326033,-0.88116487,-0.27708484,0.39928197,-0.29170988,-0.094465238,0.06634615,-0.23922406,0.032096522999999995,-0.1951583,-0.097347471,0.87263433,-1.0,0.011601381,0.43683433,-0.6531175,0.34097754,0.086009213,-0.093437573
92,-0.24326033,-0.8819046999999999,-0.27328392,0.51748788,-0.35325674,-0.093528107,0.040677083,-0.24692408,-0.15128922,-0.27384232,-0.07112802900000001,0.88764409,-1.0,0.029603085,0.33212781,-0.68429125,0.34563261,-0.07129485599999999,-0.28227998
93,-0.23973123,-0.88844298,-0.27328392,0.35093273,-0.25358113,-0.16046817,0.019268084,-0.28693811,-0.09439644,-0.23333039,-0.27542709,0.88908035,-1.0,0.051523262,0.27144768,-0.69436382,0.36549046,-0.08587724199999999,-0.43647504
94,-0.22947635,-0.89240575,-0.26921671,0.40055353,-0.2832962,-0.093259832,-0.0086342168,-0.28529385,-0.14344224,-0.179886,-0.29974434,0.88908035,-1.0,0.07077934400000001,0.21018869,-0.68236874,0.35723299,-0.12607711,-0.25997821
95,-0.22707415,-0.89490199,-0.26817522,0.47156888,-0.25856834,0.00718137,-0.047982991,-0.28236481,-0.091772409,-0.13401541,-0.19898139,0.88010356,-1.0,0.10061525,0.32133867,-0.71596031,0.36079441,-0.031009418,-0.3500356
96,-0.22282497,-0.90138959,-0.25028837,0.42978503,-0.26664017,0.07986273299999999,-0.078947975,-0.29370596,-0.002933921,-0.15357481,-0.37585535,0.87458005,-1.0,0.15926596,0.2864845,-0.75483872,0.47874628,-0.1821123,-0.14987572
97,-0.21638974,-0.909701,-0.25028837,0.36095396,-0.28915146,0.15777563,0.05335379,-0.31070564,-0.092266842,-0.24405892,-0.54908152,0.87816668,-1.0,0.020551892,0.26227931,-0.79589691,0.34763526,-0.3090166,-0.20335834
98,-0.23404071,-0.88708008,-0.27561477,0.40966414,-0.25530865,0.035581175,0.087965479,-0.25324615,0.0079339741,-0.22311671,-0.24288582,0.88664463,-1.0,-0.026423634,0.23082625,-0.66541095,0.2680524,-0.30887428,-0.39258459
99,-0.24161521,-0.88371542,-0.27945590000000003,0.3981384,-0.22867637,-0.21137777,0.036057375,-0.25083821,0.063417858,-0.24181949,-0.23522235,0.8854504999999999,-1.0,0.042628683,0.1975137,-0.60376905,0.37105876,-0.23355569,0.018251499
100,-0.24278362,-0.87907397,-0.28078848,0.49105323,-0.22128883,0.086360665,0.021924036,-0.31213,-0.07245585,-0.18814823,-0.29374529,0.88316066,-1.0,0.046105738,0.37681325,-0.62849221,0.35061240000000005,0.036471683,0.050798684
101,-0.24278362,-0.87817806,-0.28655943,0.3853411,-0.18169873,0.17160767,0.31556441,-0.27968264,0.087409125,-0.10774365,-0.25414569,0.8663568000000001,-1.0,-0.25468845,0.6591779000000001,-0.65534193,0.062074046,0.084040401,-0.069414663
102,-0.24202413,-0.87870246,-0.28658282,0.35455531,-0.23692845,0.41776433,0.46163264,-0.25299801,-0.10380249,-0.16193901,-0.062586672,0.86989396,-1.0,-0.41661272,0.51742377,-0.70769656,-0.12633581,-0.07274261900000001,-0.092038846
103,-0.24202413,-0.87920924,-0.27842743,0.42993865,-0.22050248,0.16646708,0.15184807,-0.2022228,-0.01565056,-0.1480588,-0.094197144,0.86989396,-1.0,-0.08130552,0.29802987,-0.7172400999999999,0.24869322,-0.15670094,-0.52153715
104,-0.24165835,-0.88799234,-0.26691190000000004,0.24774075,-0.32472518,0.30066383,0.1051848,-0.23944008,0.094125584,-0.20758033,-0.22827723,0.88003559,-1.0,-0.023129792000000003,0.40436954,-0.70224182,0.32919298,-0.17007676,-0.36694307
105,-0.22698277,-0.8970499,-0.26691190000000004,0.31838948,-0.40614789,0.14180656,0.0021433569,-0.29003163,0.077209035,-0.29587265,-0.33661858,0.88649664,-1.0,0.069924373,0.25502896,-0.67717731,0.37732983,0.039909088,-0.25103029
106,-0.21821923,-0.90006674,-0.26023389,0.38932462,-0.35998524,0.03136134,0.22326216,-0.22839559,-0.016354378,-0.20721442,-0.30402119,0.88649664,-1.0,-0.1491791,0.30910799,-0.67755316,0.1880583,0.053796472000000005,-0.43127385
