tBodyGyroJerk-iqr()-X,tBodyGyro-iqr()-X,tBodyAccJerk-max()-X,tBodyGyro-min()-X,"fBodyGyro-bandsEnergy()-9,16",tBodyGyro-max()-X,fBodyGyro-maxInds-Z,tBodyAcc-entropy()-X,tBodyAcc-max()-X,subject,"tBodyGyro-correlation()-Y,Z",tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-max()-Y,tGravityAcc-min()-X,"fBodyAcc-bandsEnergy()-1,8","tBodyAcc-correlation()-X,Y",tGravityAcc-energy()-Y,tGravityAcc-min()-Y
-0.98765252,-0.95994972,-0.88539175,0.8381341,-0.99904681,-0.72915049,-1.0,-0.36605522,-0.91606376,1,-0.49459284,0.70308608,0.31406786,0.39183539,0.62498772,-0.97505203,-0.96116524,-0.77223124,0.19868948
-0.99713366,-0.99776598,-0.98903533,0.8381341,-0.99997756,-0.88720268,-1.0,0.073575726,-0.91606376,1,-0.5508857,0.6182581,0.40950272,0.39281965,0.62498772,-0.99848484,-0.9105815999999999,-0.64576277,0.34623514
-0.99814062,-0.99710228,-0.99535089,0.84077414,-0.99999648,-0.89334493,-1.0,-0.21325461,-0.91682527,1,-0.82658221,0.6220654999999999,0.41986657,0.39281965,0.62614858,-0.99953761,-0.94519479,-0.62990781,0.43370891
-0.99785046,-0.99601223,-0.99797454,0.84174423,-0.99999329,-0.88885998,-1.0,-0.6888614000000001,-0.9416171,1,-0.6252721,0.62745102,0.41503721,0.37855379,0.65132063,-0.99993791,-0.56236174,-0.63811378,0.43370891
-0.99781132,-0.99890838,-0.9969478,0.84512874,-0.99999395,-0.88865141,-1.0,-0.62789491,-0.9416171,1,-0.63934445,0.62532313,0.41648854,0.37855379,0.65132063,-0.99997069,-0.42516976,-0.63568795,0.43508944
-0.9972656999999999,-0.9978628,-0.9969478,0.8455235000000001,-0.99999514,-0.88702141,-1.0,-0.6904156,-0.93831151,1,-0.22948743,0.62577398,0.41685730000000004,0.37906927,0.65179327,-0.99997111,-0.3349185,-0.63507009,0.43715959
-0.99387947,-0.94382883,-0.98520702,0.7447236,-0.99989354,-0.94512331,-1.0,-0.79122833,-0.93963693,1,0.55173462,0.89093772,0.11359108,0.15701761,0.89503171,-0.99965722,0.09110737199999999,-0.9655530000000001,0.11467318
-0.99716891,-0.93022784,-0.98579014,0.76524083,-0.99962942,-0.90988597,-1.0,-0.62744626,-0.93963693,1,-0.042144153,0.87653997,0.12558056,0.11045559,0.89495487,-0.99992054,-0.68810256,-0.95969232,0.11750282
-0.99701687,-0.955368,-0.9958693000000001,0.80100212,-0.99985217,-0.89306907,-1.0,-0.55501715,-0.93978877,1,0.60486936,0.87482213,0.14006721,0.11069293,0.89495487,-0.99998078,-0.068030921,-0.95174373,0.15705003
-0.99613869,-0.98088121,-0.9958693000000001,0.828909,-0.99994066,-0.88427725,-1.0,-0.58487827,-0.93978877,1,-0.053418344000000006,0.8764618000000001,0.1392361,0.11069293,0.89682418,-0.99996966,-0.23155646,-0.95225008,0.16094201
-0.99868962,-0.99730709,-0.99627631,0.84181316,-0.99997241,-0.88304846,-1.0,-0.72562105,-0.94012022,1,-0.07541397700000001,0.87645385,0.13843401,0.11265524,0.89708448,-0.99997375,-0.22899227,-0.95273563,0.16094201
-0.99878328,-0.99872621,-0.99338939,0.85028275,-0.99999453,-0.88219188,-1.0,-0.59193466,-0.94171541,1,-0.008998401,0.87538094,0.14222283,0.11441559,0.89639725,-0.99995817,-0.53852513,-0.9504103000000002,0.16114168
-0.99798228,-0.99741857,-0.99338939,0.84817627,-0.99999478,-0.88219188,-1.0,-0.57077255,-0.94171541,1,-0.49023117,0.87579788,0.14258451,0.11441559,0.89639725,-0.99996393,-0.57669161,-0.95019443,0.16424515
-0.99703075,-0.99789686,-0.99321621,0.84724902,-0.99999685,-0.88580301,-0.93103448,-0.70279324,-0.9420120000000001,1,-0.23965602,0.87599536,0.14162959,0.11452424,0.89651331,-0.99998786,-0.36229685,-0.95078908,0.16424515
-0.99597679,-0.99870877,-0.99321621,0.84720993,-0.99999915,-0.88568532,-1.0,-0.66777064,-0.9432431,1,-0.21795889999999998,0.87478155,0.14485798,0.11586273,0.8963139000000001,-0.99998969,-0.28376706,-0.94877602,0.16504084
-0.9963583,-0.99840904,-0.99114555,0.84567995,-0.9999902,-0.88568532,-1.0,-0.67587898,-0.93857257,1,-0.52013163,0.87474639,0.14560336,0.11586273,0.8963139000000001,-0.99998515,-0.1916099,-0.94831321,0.16844061
-0.99804976,-0.99893933,-0.99114555,0.84567995,-0.99999146,-0.88760392,-1.0,-0.73378659,-0.93857257,1,-0.36396771,0.8742315999999999,0.14572717,0.11802751,0.89443607,-0.99998138,-0.28922021,-0.94823201,0.16844061
-0.99787114,-0.99826999,-0.99622679,0.84638493,-0.99999275,-0.88681081,-1.0,-0.6153181,-0.94068373,1,-0.53704691,0.87324201,0.14758583,0.11814495,0.89441143,-0.99997837,-0.52365629,-0.94705191,0.16910986
-0.99683412,-0.99823269,-0.99360989,0.8439367,-0.99999027,-0.88681081,-1.0,-0.60780508,-0.94068373,1,-0.58580627,0.87410872,0.14567729999999998,0.11814495,0.89441143,-0.99998529,-0.44815828,-0.94825608,0.16737981
-0.9889795,-0.97673337,-0.92793835,0.82613294,-0.9998866,-0.80512776,-1.0,0.58372185,-0.78510398,1,-0.48384633,-0.25504375,0.77465873,0.72922751,-0.28910234,-0.99548334,0.49259942,0.21233212,0.78650142
-0.99534781,-0.97601083,-0.99439487,0.85191267,-0.99996775,-0.8541759,-1.0,-0.44546439,-0.92005119,1,-0.83510161,-0.21014776,0.7739047,0.72922751,-0.19419584,-0.99977161,-0.38814507,0.21002685,0.78712383
-0.996801,-0.9897992,-0.99508617,0.84759369,-0.99997546,-0.87303756,-1.0,-0.61639425,-0.94016395,1,0.56614233,-0.20876483,0.77171208,0.72518563,-0.16510276,-0.99996422,-0.19946053,0.20332807,0.78665169
-0.99830729,-0.99525561,-0.99508617,0.8463354,-0.99999255,-0.88326975,-1.0,-0.60451257,-0.94077317,1,0.18645333,-0.20956406,0.77109662,0.72357116,-0.16510276,-0.9999914000000001,-0.38771752,0.2014531,0.78619681
-0.99854762,-0.99875415,-0.99414483,0.84620948,-0.99999723,-0.88844616,-1.0,-0.71489166,-0.94267266,1,0.22752239,-0.20874807,0.77103706,0.72351873,-0.16347696,-0.99999111,-0.27673377,0.20127172,0.78619681
-0.99809639,-0.99895359,-0.99414483,0.84500089,-0.9999954,-0.88850698,-0.37931034,-0.61639425,-0.93897407,1,-0.051786570999999997,-0.20871697,0.77129107,0.72351892,-0.16308855,-0.99999255,-0.00056944153,0.20204511,0.78638623
-0.9979281999999999,-0.99922997,-0.9943283000000002,0.84500089,-0.99999018,-0.88690919,-1.0,-0.61117435,-0.93897407,1,0.57338054,-0.20863346,0.77135108,0.72356338,-0.16325144,-0.9999898000000002,-0.033535332,0.20222787,0.78655448
-0.99882732,-0.99935008,-0.9943283000000002,0.84610921,-0.99999401,-0.88690919,-1.0,-0.62289996,-0.93945264,1,0.49324949,-0.20856027,0.7707487,0.72356338,-0.16325144,-0.99999226,-0.18833302,0.20039479999999998,0.78504206
-0.99901605,-0.99911877,-0.99494744,0.84688234,-0.99999587,-0.88709861,-1.0,-0.56784694,-0.93844914,1,0.5286458,-0.20760682,0.76992271,0.72298922,-0.16324532,-0.99999114,-0.33115301,0.19788152,0.78503566
-0.99921769,-0.99958212,-0.98892227,0.84706449,-0.99999577,-0.88704158,-1.0,-0.62435726,-0.93345851,1,0.48928441,-0.20636268,0.7692959,0.72195521,-0.16163737,-0.99997926,-0.36586373,0.19597683,0.78402049
-0.99789208,-0.99908146,-0.98892227,0.84513704,-0.99998931,-0.88651809,-1.0,-0.64998448,-0.93345851,1,0.46903841,-0.20649916,0.7691518,0.72215517,-0.16166286,-0.9999933000000001,-0.27195948,0.19553910000000002,0.78402049
-0.99687598,-0.99803291,-0.99566268,0.84513704,-0.99998441,-0.88651809,-1.0,-0.62797094,-0.93988139,1,0.55618642,-0.20702615,0.76962832,0.7221935,-0.16166323,-0.99999811,-0.20704416,0.19698672,0.78418985
-0.99749791,-0.99917306,-0.99072111,0.84648464,-0.99999038,-0.88729264,-1.0,-0.57725785,-0.93922131,1,0.58474853,-0.20699211,0.76946735,0.7221935,-0.16166323,-0.99999225,-0.27441241,0.19649751,0.78468248
-0.97915157,-0.93582319,-0.88801132,0.8897609000000001,-0.99965664,-0.62475119,-1.0,0.030495821,-0.89128356,1,-0.163472,0.044743889,0.75845367,0.74614387,-0.034266092000000005,-0.92606641,-0.86499754,0.16687362,0.64514204
-0.99322434,-0.92937459,-0.97690074,0.86974683,-0.99960998,-0.77855405,-1.0,0.24129231,-0.89128356,1,0.70433513,-0.047727828,0.76866913,0.74614387,-0.034266092000000005,-0.99867751,-0.83598551,0.19457285,0.76798308
-0.96474037,-0.92304903,-0.84159466,-0.033978851000000004,-0.8750233000000001,-0.68235859,-1.0,-0.56478929,-0.92520798,1,-0.85731708,-0.041699844,0.75554154,0.71852391,-0.11339119,-0.90901427,0.79665129,0.15464938,0.74281751
-0.8393072,-0.64700876,-0.84159466,-0.033978851000000004,-0.85938792,-0.62240234,-1.0,-0.29505171,-0.87814885,1,-0.83849353,-0.18770377,0.70262213,0.71852391,-0.36104164,-0.91005876,0.83571925,0.0088264581,0.63328245
-0.93262744,-0.86889362,-0.96690184,0.71890741,-0.99178712,-0.62240234,-0.93103448,0.55465971,-0.83056066,1,-0.44118205,-0.35145953,0.65518574,0.67692652,-0.36185847,-0.9741029,0.78647415,-0.12368006,0.63328245
-0.91268656,-0.8469707000000001,-0.86106539,0.0019350209,-0.93813421,-0.68760261,-1.0,0.50350254,-0.71708111,1,-0.59163265,-0.33939193,0.6970974,0.70576907,-0.36185847,-0.96139375,-0.25492708,-0.010086280999999999,0.63874326
-0.72094189,-0.66570216,-0.66929362,-0.5326113,-0.67391098,-0.48731,-1.0,-0.46569932,-0.71708111,1,-0.34968254,-0.36048,0.71643717,0.72043391,-0.55514798,-0.90670598,0.65804699,0.046019968,0.57169654
-0.86124455,-0.55697474,-0.66929362,-0.5326113,-0.46819549,-0.48731,-0.79310345,-0.39308631,-0.86629617,1,-0.25301164,-0.57349604,0.52510468,0.72043391,-0.70993531,-0.90642042,0.23994439,-0.35193478,0.15331707
-0.97064055,-0.8592895,-0.92222385,0.55445949,-0.97910718,-0.76295445,-1.0,-0.0067055647,-0.86629617,1,-0.49105479999999996,-0.74182101,0.16014065,0.50525393,-0.71024001,-0.9972527,0.33001179999999997,-0.84957496,-0.079831528
-0.98002172,-0.93021683,-0.96556434,0.88844326,-0.99972686,-0.76295445,-0.93103448,-0.27266036,-0.92048585,1,-0.29290844,-0.75672502,-0.05899586,0.090769079,-0.71024001,-0.9996427,-0.74555209,-0.99015441,-0.080349227
-0.98855237,-0.94206561,-0.96556434,0.86593563,-0.99967869,-0.7951640999999999,-1.0,-0.5514208,-0.92994293,1,-0.28237283,-0.75607738,-0.068420491,-0.07110420099999999,-0.70250277,-0.99990369,-0.40577154,-0.99407607,-0.080349227
-0.99240093,-0.94802822,-0.990315,0.84802983,-0.99987056,-0.84127814,-1.0,-0.47755006,-0.93775406,1,-0.69659958,-0.75875146,-0.045998244,-0.066390056,-0.70250277,-0.99997908,0.013951068,-0.99846457,-0.032167846
-0.99411556,-0.98666331,-0.99470645,0.84100436,-0.99991258,-0.86270212,-1.0,-0.50049571,-0.93775406,1,-0.36494466,-0.75643925,-0.040042686,-0.060686767,-0.70197237,-0.99997028,0.24278476,-0.99904071,-0.017830709
-0.99380599,-0.99119326,-0.99037114,0.83907399,-0.99998219,-0.88457868,-0.93103448,-0.65638313,-0.93651022,1,0.15680128,-0.75507694,-0.034589346,-0.0575499,-0.69884244,-0.99997673,0.016112743,-0.99946454,-0.012459688
-0.44202462,-0.20671799,-0.36942707,0.26855103,-0.5223844,-0.49834193,-0.5862069000000001,0.42370588,-0.154731,1,0.032063043,0.94530277,-0.24594143,-0.25256414,0.96074833,-0.84374996,-0.12484573,-0.89948829,-0.24815121
-0.28566695,-0.48362172,-0.36942707,0.29281497,-0.44989352,-0.39904206,-0.5862069000000001,0.34531736,-0.154731,1,0.14632584,0.9411129999999999,-0.25203524,-0.25256414,0.95340699,-0.75583508,-0.21215799999999999,-0.8939379999999999,-0.24372211
-0.29615586,-0.44318758,-0.35544828,0.44809324,-0.51174661,-0.39904206,-0.5862069000000001,0.30849385,-0.17555904,1,0.16578968,0.9463639000000001,-0.2642781,-0.27006233,0.95340699,-0.75580311,-0.18770425,-0.88293505,-0.24412591
-0.31762051,-0.44774759999999997,-0.30559988,0.22175261,-0.21302721,-0.41751554,-0.5862069000000001,0.44783107,-0.15277282,1,0.09117504,0.95244515,-0.25983791,-0.27325496,0.96273657,-0.73322062,-0.19578220000000002,-0.88716023,-0.24412591
-0.25778828,-0.38757741,-0.30559988,0.22175261,-0.26028448,-0.46168099,-0.5862069000000001,0.39709866,-0.15277282,1,0.09416619400000001,0.94712514,-0.25710034,-0.27359495,0.96076124,-0.70461379,-0.22496592,-0.88977821,-0.23065832
-0.29903709,-0.51903749,-0.43529213,0.38185823,-0.49408959,-0.50342825,-0.5862069000000001,0.3561237,-0.073476094,1,0.11645794,0.94574875,-0.25477781,-0.26542148,0.96076124,-0.65736226,-0.15177642,-0.8918914000000001,-0.22854594
-0.27662202,-0.55051748,-0.24240676,0.40997793,-0.41408284,-0.50342825,-0.5862069000000001,0.37012868,-0.073476094,1,0.10123005,0.95021213,-0.24482976,-0.25345705,0.96667248,-0.72443601,-0.042306553,-0.90066864,-0.22668294
-0.23360445,-0.50097758,-0.11290963,0.36347637,-0.37076982,-0.53923733,-0.5862069000000001,0.33010493,-0.20929089,1,0.089979894,0.94913033,-0.23690505,-0.25323378,0.96117913,-0.796629,-0.04756858,-0.90760669,-0.21371479999999995
-0.45450534,-0.45336831,-0.62345012,0.29240461,-0.43321254,-0.52838613,-0.5862069000000001,0.36336909,-0.29039716,1,0.04536196,0.94691727,-0.26205559,-0.27383035,0.95787983,-0.83698894,-0.20380286,-0.88497202,-0.2653281
-0.23570534,-0.58859403,-0.52404551,0.29240461,-0.29102582,-0.52703304,-0.5862069000000001,0.33650358,-0.068582605,1,0.07965874,0.94686993,-0.25580058,-0.27206794,0.96270813,-0.74915784,-0.21040709999999999,-0.8909611999999999,-0.23106739
-0.30896366,-0.61172046,-0.3452651,0.37631719,-0.43414723,-0.50348732,-0.5862069000000001,0.28197745,-0.068582605,1,0.017173934,0.9454189000000001,-0.25466811,-0.27206794,0.96171457,-0.73939389,-0.20248144,-0.89201191,-0.22684894
-0.28647233,-0.59228567,-0.3452651,0.37631719,-0.47193094,-0.50348732,-0.5862069000000001,0.42993865,-0.091285176,1,0.033696891,0.94193674,-0.25575938,-0.27410086,0.95376412,-0.73916682,-0.19552448,-0.89101783,-0.22702946
-0.064308672,-0.44003295,-0.40023668,0.39336077,-0.28810261,-0.42147494,-0.5862069000000001,0.43127522,-0.091285176,1,0.10944489999999998,0.93746757,-0.25840003,-0.27426143,0.95275431,-0.69724771,-0.25392212,-0.88855539,-0.23571488
-0.29170988,-0.49050312,-0.39831349,0.39336077,-0.38556615,-0.37822689,-0.5862069000000001,0.39928197,-0.00081842088,1,0.14930649,0.93719527,-0.26621211,-0.27708484,0.95275431,-0.62091362,-0.23977983,-0.88116487,-0.24326033
-0.35325674,-0.56186486,-0.39831349,0.39542069,-0.56494663,-0.37822689,-0.5862069000000001,0.51748788,-0.00081842088,1,0.13987633,0.94782306,-0.265399,-0.27328392,0.95564078,-0.6947066999999999,-0.14487852,-0.8819046999999999,-0.24326033
-0.25358113,-0.51592182,-0.26190126,0.32496471,-0.40109229999999996,-0.42143418,-0.5862069000000001,0.35093273,-0.074992302,1,0.064519882,0.95736507,-0.25851158,-0.27328392,0.96774916,-0.73963643,-0.12114117,-0.88844298,-0.23973123
-0.2832962,-0.52532184,-0.18499101,0.28512231,-0.25742921,-0.42143418,-0.5862069000000001,0.40055353,-0.074992302,1,0.061752321,0.95473147,-0.25421267,-0.26921671,0.96367366,-0.75844948,-0.12829917,-0.89240575,-0.22947635
-0.25856834,-0.5040982,-0.18499101,0.28512231,-0.19776960000000002,-0.46595387,-0.5862069000000001,0.47156888,-0.11495339,1,0.03649514,0.94502756,-0.25147834,-0.26817522,0.95769745,-0.78962369,-0.11945886,-0.89490199,-0.22707415
-0.26664017,-0.38057908,-0.29116458,0.38325440000000005,-0.31915225,-0.55513075,-0.5862069000000001,0.42978503,-0.17806678,1,-0.062028465,0.9433439,-0.24400324,-0.25028837,0.95769745,-0.8380725,-0.093376648,-0.90138959,-0.22282497
-0.28915146,-0.43293812,-0.29116458,0.45316948,-0.52342879,-0.55513075,-0.79310345,0.36095396,-0.27832842,1,-0.034253211,0.94864827,-0.23438221,-0.25028837,0.96157546,-0.87063034,-0.032422900000000004,-0.909701,-0.21638974
-0.25530865,-0.45110338,-0.12863334,0.43683596,-0.40604586,-0.4190463,-0.5862069000000001,0.40966414,0.032522048,1,0.17369791,0.9564181,-0.26000305,-0.27561477,0.96883594,-0.72176355,-0.12876257,-0.88708008,-0.23404071
-0.22867637,-0.50337226,-0.12863334,0.4162896,-0.47226981,-0.4190463,-0.5862069000000001,0.3981384,0.032522048,1,0.14176401,0.95149993,-0.26356251,-0.27945590000000003,0.95310541,-0.63289071,-0.21964029,-0.88371542,-0.24161521
-0.22128883,-0.58585205,-0.18320623,0.34270299,-0.47787989,-0.43059709,-0.5862069000000001,0.49105323,0.022736869,1,0.11627466,0.93851389,-0.26841916,-0.28078848,0.94866336,-0.67252609,-0.27903348,-0.87907397,-0.24278362
-0.18169873,-0.57794229,-0.27825185,0.28199493,-0.44223828,-0.39847508,-0.5862069000000001,0.38534109999999994,0.022736869,1,0.09048189999999999,0.93447152,-0.26936496,-0.28655943,0.94866336,-0.68153257,-0.35156811,-0.87817806,-0.24278362
-0.23692845,-0.52737935,-0.37196862,0.28199493,-0.40986635,-0.39847508,-0.5862069000000001,0.35455531,-0.06636368599999999,1,0.1878901,0.93776033,-0.26882859,-0.28658282,0.95110648,-0.71572376,-0.26354976,-0.87870246,-0.24202413
-0.22050248,-0.44787782,-0.37196862,0.30855770000000005,-0.39976527,-0.51929909,-0.5862069000000001,0.42993865,-0.15851726,1,0.14447693,0.93861575,-0.26828456,-0.27842743,0.95110648,-0.73688944,-0.22575629,-0.87920924,-0.24202413
-0.32472518,-0.49334863,-0.41085207,0.35602758,-0.44476821,-0.50406772,-0.5862069000000001,0.24774075,-0.11001058,1,0.03559068,0.94075878,-0.25886389,-0.26691190000000004,0.95466474,-0.7164140999999999,-0.24925977,-0.88799234,-0.24165835
-0.40614789,-0.54952113,-0.32055015,0.3872125,-0.5389095,-0.50406772,-0.5862069000000001,0.31838948,-0.019153476000000003,1,0.060103507,0.95022231,-0.24907103,-0.26691190000000004,0.95547642,-0.6971685999999999,-0.16254522,-0.8970499,-0.22698277
